#Dados
#Formato: 
#AX AY AZ GX GY GZ

#1
+01204, -06698, +13435; +04873, +01730, +05720;
+00979, -07017, +13135; +04871, +01110, +05747;
+00553, -07214, +12888; +05051, +00554, +05837;
+00162, -07793, +12915; +05217, +00227, +05683;
-00191, -07706, +12892; +04968, +00466, +05506;
-00310, -07773, +12797; +04314, +00867, +05485;
-00435, -07721, +12935; +03639, +01200, +05559;
-00701, -07626, +12965; +03333, +02168, +05780;
-00938, -07874, +12726; +02621, +03101, +06181;
-01085, -08072, +12433; +01973, +03440, +06470;
-01488, -08126, +12406; +01674, +03537, +06529;
-01907, -08367, +12455; +01609, +03627, +06441;
-02143, -08478, +12432; +01503, +03939, +06098;
-02122, -08231, +12424; +01266, +04249, +05832;
-02059, -08165, +12533; +01076, +04343, +05750;
-01906, -08085, +12614; +00898, +04489, +05762;
-01832, -07631, +12145; +00874, +04782, +05800;
-01910, -08052, +12152; +00725, +04687, +05953;
-02104, -08108, +12455; +00222, +04816, +05974;
-02428, -08124, +12610; -00194, +05561, +05894;
-02545, -08206, +12591; -00881, +06223, +05829;
-02705, -08100, +12526; -01496, +06501, +05761;
-02889, -08011, +12534; -01688, +06579, +05568;
-03038, -08187, +12912; -01812, +06732, +05284;
-03094, -08103, +12880; -02048, +07060, +04991;
-02731, -08202, +12630; -02289, +07397, +04601;
-02357, -07797, +12369; -02520, +07498, +04211;
-02018, -07582, +12057; -02583, +07415, +03993;
-01765, -07361, +11897; -02633, +06982, +03986;
-01828, -07486, +12296; -03078, +06317, +04019;
-02189, -07323, +12728; -03318, +05722, +03915;
-02619, -07283, +13506; -03308, +05419, +03611;
-03135, -07147, +14055; -03482, +05688, +03392;
-03312, -07014, +14003; -03692, +06311, +03039;
-02942, -06856, +13765; -03869, +06549, +02520;
-02448, -06397, +13332; -03659, +06377, +02059;
-01659, -06268, +12696; -03240, +05544, +01665;
-00879, -06098, +12537; -03073, +04276, +01372;
-00711, -05531, +12576; -02864, +02608, +01330;
-00989, -05519, +13360; -02598, +01239, +01523;
-01546, -05611, +14239; -02690, +00963, +01732;
-02061, -05703, +14361; -03154, +01409, +02016;
-02262, -05770, +14337; -03785, +02011, +02260;
-02309, -05916, +14820; -04672, +02752, +02331;
-02286, -05752, +15161; -05755, +03280, +02661;
-02271, -05775, +15133; -06351, +03301, +02930;
-02366, -05752, +14942; -06414, +02796, +03002;
-02633, -05678, +14646; -06064, +01948, +02868;
-02967, -05623, +14740; -06103, +01214, +02605;
-02941, -05434, +14616; -06484, +00750, +02303;
-02763, -05394, +15117; -07371, +00281, +02167;
-02763, -05281, +15482; -08289, -00422, +02430;
-02851, -05313, +15841; -08292, -01163, +02525;
-03318, -05241, +16419; -08094, -01550, +02495;
-03798, -05123, +16500; -08285, -01164, +02589;
-04075, -05024, +16344; -08858, -00716, +02569;
-04268, -05000, +16621; -09871, -00773, +02467;
-04570, -04835, +17476; -10593, -01289, +02575;
-04959, -04822, +18161; -10475, -01827, +02512;
-05108, -04705, +18246; -09639, -02434, +02237;
-05155, -04686, +18209; -09075, -03097, +01758;
-05072, -04306, +17965; -08735, -03809, +01299;
-05057, -03904, +18129; -08571, -04377, +00951;
-05187, -03431, +18722; -08819, -04666, +00977;
-05616, -03074, +19174; -09007, -04740, +01274;
-06134, -02978, +19810; -09289, -04718, +01597;
-06605, -02728, +19750; -09214, -04623, +01832;
-06907, -02598, +19654; -08885, -04561, +01819;
-06865, -02695, +19980; -08844, -04738, +01479;
-06892, -02615, +20407; -08730, -05156, +01112;
-07205, -02958, +21156; -08144, -05432, +00635;
-07422, -02864, +21629; -08165, -05401, -00006;
-07380, -02596, +21657; -07410, -05565, -00615;
-07435, -02450, +21428; -06528, -05676, -01094;
-07586, -02289, +21739; -06256, -05654, -01554;
-07831, -02199, +22265; -06318, -05127, -01877;
-07521, -01880, +22641; -06327, -04880, -02223;
-07372, -01573, +23653; -06034, -02947, -02412;
-07048, -00984, +22543; -06241, -02905, -02480;
-06563, -00743, +21856; -05324, -03717, -02597;
-06667, -01164, +21853; -03997, -04479, -03089;
-06853, -01395, +21745; -02872, -04910, -03812;
-06803, -01419, +21650; -01980, -04659, -04678;
-06097, -01155, +21670; -01580, -04076, -05244;
-06078, -01758, +21056; -02132, -03338, -05433;
-05505, -01546, +20075; -02164, -02270, -05092;
-05204, -02010, +20365; -01733, -01329, -05469;
-05370, -02133, +19914; -02289, -00563, -05363;
-05352, -02125, +19488; -02741, +00084, -05724;
-05036, -01944, +18833; -02867, +00337, -06165;
-04585, -01722, +18705; -02600, +00057, -06673;
-04413, -01606, +18834; -02370, -00449, -07209;
-04173, -01467, +18741; -01672, -00548, -07475;
-03689, -01427, +19005; -01271, -00285, -07887;
-03537, -01451, +19178; -01327, +00295, -07864;
-03260, -01496, +18825; -01416, +00810, -07701;
-02982, -01860, +18827; -01507, +01208, -07589;
-03143, -02076, +18945; -01637, +01535, -07590;
-03121, -02065, +19065; -01417, +02178, -07740;
-03088, -02176, +19105; -01149, +02755, -07911;
-02966, -02361, +19318; -01912, +03039, -08266;
-02873, -02182, +19818; -01835, +03188, -08578;
-02628, -02057, +19809; -01199, +03374, -08875;
-02261, -02068, +19803; -00583, +03462, -09129;
-01885, -02126, +20203; -00288, +03787, -09131;
-01685, -02422, +20345; -00750, +04163, -09080;
-01288, -02590, +20522; -00498, +04728, -09140;
-01275, -02738, +20574; +00139, +05028, -09175;
-00927, -03058, +21006; +00854, +05443, -09365;
-00801, -03245, +21083; +01328, +06043, -09636;
-00184, -03292, +21008; +01584, +06383, -09860;
+00687, -03297, +21168; +01852, +06652, -10042;
+01436, -03097, +21220; +02486, +06773, -09859;
+01820, -03236, +21211; +03259, +07035, -09664;
+02076, -03337, +21245; +03648, +07217, -09408;

#2
+02246, -00528, +17363, -00362, -00287, -00503;
+02148, -00542, +17545, +00215, -00709, -00603;
+01950, -00575, +17860, +00498, -00994, -00567;
+01835, -00798, +18078, +00532, -01035, -00456;
+01759, -00842, +18179, +00366, -01039, -00352;
+01651, -00940, +18411, +00119, -01011, -00366;
+01517, -00964, +18785, -00256, -00892, -00471;
+01404, -00909, +18969, -00691, -00709, -00513;
+01353, -00894, +18912, -00967, -00391, -00560;
+01360, -00813, +18801, -00958, -00178, -00598;
+01276, -00902, +18811, -00855, -00122, -00592;
+01154, -00985, +18907, -00899, -00250, -00538;
+01037, -01141, +19024, -00946, -00621, -00377;
+00915, -01283, +19150, -00792, -01010, -00364;
+00858, -01398, +19198, -00386, -01396, -00461;
+00949, -01503, +19285, +00183, -01774, -00633;
+00915, -01464, +19602, +00832, -02157, -00855;
+00705, -01429, +19850, +01322, -02375, -00942;
+00773, -01495, +20001, +01483, -02405, -00877;
+00868, -01529, +19941, +01452, -02412, -00806;
+00873, -01552, +19895, +01467, -02431, -00746;
+00961, -01520, +19687, +01620, -02503, -00715;
+01108, -01406, +19305, +01852, -02724, -00649;
+01186, -01459, +19075, +02139, -03086, -00698;
+01139, -01272, +18876, +02423, -03547, -00623;
+01077, -01366, +18870, +02521, -04037, -00546;
+00777, -01796, +19261, +02415, -04465, -00492;
+00355, -02116, +19557, +01986, -04481, -00688;
+00139, -02206, +19854, +01651, -04155, -01156;
-00196, -02195, +20001, +01372, -03911, -01658;
+00090, -02027, +19891, +01127, -03160, -01981;
+00048, -01860, +19846, +01121, -02695, -02289;
+00483, -01543, +19717, +01077, -02311, -02352;
+00582, -01495, +19549, +00933, -02441, -02208;
+00371, -01594, +19287, +00726, -02536, -02012;
+00270, -01751, +19008, +00632, -02434, -01734;
+00252, -02011, +18986, +00542, -02223, -01633;
+00014, -02167, +19221, +00473, -02114, -01949;
-00135, -02378, +19392, +00695, -02487, -02488;
-00002, -02472, +19831, +01183, -02405, -03158;
-00185, -02230, +20094, +01570, -02390, -03699;
-00031, -01983, +20005, +01915, -02303, -03990;
+00173, -01696, +19857, +02163, -02028, -03929;
+00331, -01697, +20018, +02347, -02052, -03642;
+00413, -01739, +19950, +02270, -01813, -03185;
+00631, -01806, +19854, +02308, -01680, -02885;
+00794, -01900, +19714, +02354, -01585, -02787;
+00993, -01926, +19594, +02376, -01392, -02885;
+01155, -01725, +19599, +02657, -01353, -03127;
+01180, -01740, +19932, +03004, -01315, -03334;
+01204, -01712, +19968, +02885, -01377, -03247;
+01326, -01789, +19838, +02912, -01615, -03037;
+01496, -01836, +19789, +03067, -01749, -02888;
+01508, -02002, +20043, +03432, -01811, -02671;
+01595, -02029, +20224, +03417, -01520, -02328;
+01677, -02040, +20121, +03513, -01082, -02052;
+01763, -02177, +20226, +03332, -00546, -01645;
+01794, -02340, +20354, +02789, -00224, -01233;
+01785, -02246, +20173, +02337, +00239, -00793;
+01816, -02215, +20401, +02323, +00795, -00470;
+01600, -02850, +20092, +00883, +01281, -00839;
+02323, -01750, +20165, +01748, +01872, +00072;
+02204, -02073, +19774, +02112, +02126, -00365;
+02709, -01608, +19146, +02084, +02287, +00395;
+02805, -01746, +18753, +02746, +02129, +00520;
+02823, -01885, +18660, +03047, +01995, +00884;
+02813, -01877, +18370, +02671, +02085, +01390;
+02725, -01973, +18230, +02212, +02080, +01690;
+02416, -02144, +18204, +01957, +02156, +01945;
+02370, -02078, +17602, +01985, +02348, +02238;
+02419, -02188, +17522, +02144, +02636, +02470;
+02167, -02359, +17470, +02164, +03216, +02440;
+02403, -02648, +16770, +02069, +03758, +02433;
+02798, -02500, +16035, +01406, +03607, +02622;
+03138, -02298, +15442, +00946, +03002, +02788;
+03111, -02482, +15729, +00864, +02440, +02864;
+03043, -02431, +15534, +00641, +02082, +03076;
+03055, -02538, +15229, +00591, +01658, +03355;
+02852, -02588, +15330, +00419, +01177, +03770;
+02607, -02737, +15173, +00563, +01003, +03937;
+02185, -02940, +15401, +00492, +01194, +04273;
+01663, -03305, +15701, +00235, +01932, +04153;
+01910, -03150, +15772, -00596, +02742, +03906;
+02178, -02513, +15453, -00921, +03179, +03538;
+02456, -02218, +15408, -00061, +03243, +03037;
+03030, -01294, +15085, +00482, +02610, +03224;
+03051, -01534, +16271, +02839, +02152, +03093;
+02857, -01005, +15875, +04143, +01901, +03649;
+02868, -01388, +15889, +05200, +01631, +04022;
+02447, -01752, +16048, +04024, +01477, +04341;
+02064, -02451, +16519, +03575, +01936, +04200;
+01578, -02181, +16750, +02366, +02735, +04101;
+01650, -01875, +16685, +00895, +03712, +04216;
+01934, -01496, +16221, +00515, +04499, +04479;
+01971, -01435, +15931, +01414, +04938, +04805;
+01683, -01303, +14868, +01226, +05017, +05238;
+01723, -01543, +14258, +01443, +04694, +05523;
+01358, -02314, +14753, +00595, +03958, +05826;
+00596, -02690, +14913, +00213, +03818, +05782;
+00094, -03129, +14919, -00010, +04151, +05123;
+00139, -03012, +14729, -00302, +04211, +04460;
+00361, -03190, +15091, -00476, +03839, +03850;
+00394, -02985, +14928, -00339, +03714, +03388;
+00418, -02715, +14639, -01044, +03790, +03354;
+00749, -02677, +14411, -00712, +04235, +03348;
+01018, -02339, +14329, -01126, +04755, +03594;
+00736, -02122, +14327, -01606, +05375, +04179;
+00562, -02298, +14331, -02574, +05740, +05118;
+00143, -03005, +14463, -03410, +05743, +05627;
-00263, -03496, +14902, -05138, +05639, +05496;
-00433, -03529, +15062, -05245, +05822, +04861;
-00134, -03569, +15408, -05231, +05735, +03884;
+00113, -03253, +15771, -05019, +05543, +03148;
+00371, -02773, +15273, -04852, +05459, +02644;
+00870, -02628, +15693, -04719, +05223, +02352;
+00998, -02485, +15962, -05209, +04864, +02561;
+00959, -02537, +16513, -05686, +04713, +02658;
+00867, -02482, +16873, -06029, +04879, +02713;
+00821, -02374, +16679, -06488, +05160, +02854;
+01204, -02190, +16180, -06239, +04870, +02749;
+01383, -02342, +16602, -06408, +03918, +02381;
+01408, -02135, +17038, -06297, +03247, +02175;
+01569, -02144, +17121, -06179, +02763, +01883;
+01501, -01832, +17100, -06072, +02178, +01666;
+01723, -01790, +17285, -05992, +01394, +01709;
+01677, -01788, +17483, -05530, +00791, +01774;
+01793, -02013, +17307, -04894, +00498, +01732;
+01751, -02245, +17373, -04247, +00397, +01567;
+01709, -01947, +16842, -03909, +00324, +01413;
+01808, -02048, +16426, -03828, -00275, +01424;
+01590, -02578, +17080, -04299, -00914, +01274;
+01275, -02695, +17118, -04752, -01007, +01002;
+01435, -02495, +16610, -04603, -00996, +00653;
+01767, -02334, +16318, -04929, -01184, +00262;
+02172, -02172, +16268, -05258, -01680, +00114;
+02192, -02076, +16505, -05541, -02131, -00047;
+02001, -01925, +17505, -06274, -02353, -00073;
+01419, -01784, +18114, -07210, -02217, +00479;
+01111, -01743, +18132, -07561, -01937, +00713;
+00449, -02252, +18952, -07809, -01863, +00587;
+00068, -02495, +19376, -08099, -01561, +00208;
-00309, -02613, +19782, -08024, -01080, -00449;
+00289, -02068, +19172, -08050, -01157, -01281;
+00729, -01605, +19089, -07911, -01534, -02023;
+01132, -00839, +19171, -07424, -01887, -02622;
+01460, +00085, +19017, -06726, -01970, -02853;
+02006, +00588, +18999, -06174, -02369, -02888;
+02192, +00922, +19427, -06286, -02957, -02678;
+02130, +01383, +19380, -06107, -03294, -02300;
+01961, +01297, +19693, -05732, -03536, -01983;
+01532, +01103, +20168, -05761, -03533, -01672;
+01015, +00880, +20258, -05930, -03284, -01349;
+00565, +00505, +20483, -06158, -03022, -01311;
+00251, +00125, +20583, -06358, -02767, -01578;
+00297, +00161, +20260, -06097, -02803, -01963;
+00287, +00212, +20320, -05402, -03080, -02569;
+00271, +00337, +20447, -04787, -03431, -03081;
+00527, +00631, +20394, -03951, -03889, -03577;
+00656, +00984, +20254, -02941, -04244, -03951;
+00856, +01363, +20536, -01928, -04192, -04004;
+00987, +01316, +20633, -01235, -04167, -03980;
+00747, +01148, +21014, -02413, -03774, -03685;
+00481, +01073, +20957, -03946, -02897, -03442;
+00804, +01281, +20506, -04266, -02084, -03550;
+00827, +01580, +20380, -03714, -01573, -03657;
+00976, +01686, +20408, -02985, -01616, -03778;
+00941, +01632, +20443, -02512, -01706, -03930;
+01068, +01694, +20438, -02077, -01984, -04252;
+00920, +01862, +20582, -01755, -02069, -04382;
+01142, +01810, +19740, -01496, -02412, -04560;
+01009, +02053, +19724, -01248, -02713, -04731;
+00997, +02158, +19688, -01223, -02706, -04524;
+00981, +02014, +19673, -00842, -02422, -04583;
+00919, +02008, +19643, -01002, -02204, -04243;
+00823, +02030, +19393, -01151, -01854, -04044;
+00684, +01753, +19457, -01476, -01626, -03941;
+00601, +01830, +19156, -01300, -01090, -04169;
+00546, +02303, +18817, -01243, -00955, -04326;
+01367, +01630, +19023, -00594, -01261, -04134;
+00665, +01974, +18198, -00951, -01806, -04081;
+00350, +01406, +18471, -00719, -02173, -04564;
+00239, +01333, +19198, -00592, -02348, -04840;
+00274, +01844, +19367, -00288, -02303, -05133;
+00634, +03119, +19230, +00593, -02219, -04633;
+00799, +00764, +20086, +01056, -02005, -05112;
+00522, +02807, +19819, -00398, -01876, -04593;
+00785, +02571, +19325, +00521, -01562, -05015;
+00755, +02297, +20050, +00573, -01416, -04729;
+00700, +02495, +19946, +00790, -01416, -04501;
+00608, +02284, +20135, +00761, -01259, -04330;
+00515, +02272, +20359, +00890, -01184, -04181;
+00512, +02102, +20352, +00980, -00821, -04201;
+00534, +02043, +20306, +01263, -00744, -04304;
+00867, +02218, +20259, +01722, -00731, -04361;
+01030, +02332, +20117, +02239, -00683, -04361;
+01523, +02425, +20165, +02645, -00879, -04334;
+01502, +02454, +20269, +02773, -00676, -04250;
+01552, +02179, +20303, +02660, -00759, -03775;
+01598, +02386, +19866, +02634, -00447, -02945;
+01769, +02400, +19741, +02940, -00313, -02827;
+01613, +01822, +19919, +03228, +00061, -02705;
+01637, +01506, +19781, +03095, -00066, -02701;
+01498, +01199, +19358, +02949, -00150, -02910;
+01666, +00845, +18717, +02688, -00624, -03330;
+01803, +02459, +18205, +04464, -01275, -03510;
+01868, +01722, +18697, +06513, -01771, -03132;
+01462, +01493, +19245, +06466, -02111, -02476;
+01396, +01249, +18844, +05657, -02079, -01964;
+00736, +00734, +19008, +05016, -01424, -01721;
+00659, +00246, +19412, +04490, -00920, -01700;
+00508, +00278, +19149, +04304, -00315, -01598;
-01030, +00868, +18606, +04304, -00173, -01481;
+01284, -02445, +17625, +02640, -00255, -00648;
+01363, +02384, +18953, +03436, -00851, -01769;
+00642, -00254, +17920, +05113, -00483, -01853;
+00857, +00188, +18397, +04472, -00563, -01322;]
